level,date,purchased,review
Level 3. Wonderkid,Updated on 08 Jun 2020,Purchased,"What's not to love about GOMO. I love the tiny bill size (yeah, who needs long talk time these days) but slightly outraged by the 40GB offer - I was only offered 20GB -  limited period (I should think) road show offers planted just outside my office with banners in my face to huff and scoff at. Good thing its carried by the first-jobber bright-eyed-bushy-tailed youth promoters. But I digress, the best thing about this port-over service is that the SIM card was couriered without the hassle of enduring long queues. What a relief!"
Level 2. Rookie,Updated on 04 Jun 2020,Purchased,"In terms of the app, it is really clear and user friendly. "
Level 3. Wonderkid,Updated on 19 May 2020,Purchased,"I have not contacted customer service. As for call quality, i cannot comment more as i dont use voice call often."
Level 2. Rookie,Updated on 13 May 2020,Purchased,"[Customer Service] COMPLETELY DISAPPOINTING , unavailable after officer hours when they activate your number after office hours and good luck if it doesn't get ported over and all you have is an unusable phone number till the next day.  HIGHLY do not recommend individuals who work after office hours who require customer support if you require technical support then. "
Level 3. Wonderkid,Updated on 02 May 2020,Purchased,"[Customer Service] Only virtual customer service available. I had a mobile tethering issue a few months back due to some settings on my iPhone. I had to contact them at least 3 times as the solution given by the 1st and 2nd agent was not working (I had to end the chat as I needed to test the mobile tethering on my computer which the live chat was on). Every time I spoke to the agent, I had to repeat the story again as it is a different person. As much as you can, make sure you settle the issue with that agent before ending that chat else you will need to re-explain everything again when you connect the next time. "
Level 3. Wonderkid,Updated on 02 May 2020,None,Edit: I’ve been using GOMO for more than half a year now and upgraded my overall experience from a 4-star to a 5-star! I’ve been satisfied by everything so far and there has been even more reasons for me that I’ve discovered for me to recommend this service! 
Level 2. Rookie,Updated on 27 Apr 2020,Purchased,"Everything has been smooth sailing for me, i've been using GOMO for a couple of months. Already a singtel user i had to pay an upfront fee to port the line over to a sim-only. Other than that, fees have been $20 monthly auto-deduction as usual. The customer support is, however, trash. ""Chat"" function on the app worked once. When I tried again, the message couldnt't go through and yeah I just gave up because I didn't have a pressing need."
Level 2. Rookie,Updated on 13 Apr 2020,Purchased,Then I went thru their retarded website bot (like 14 times) and got a human support finally. The person say NO REFUND once delivery starts. WTF? I got no service from your sh1tty sim pay me back my $20.
Level 2. Rookie,Updated on 11 Mar 2020,Purchased,"In my opinion, Singtel GOMO provides the best value for sim only plans. Billing is easy where payment is automatically deducted from your bank account monthly. Besides that, easy to sign up as it can be done online and sim card will be delivered to you. However, they are lacking in terms of customer service. When signing up for this plan, I encountered some difficulties and I was looking for some form of customer support. Tried using the robo chat which apparently was the only way for me to talk to someone, but didn't manage to have my queries cleared. There wasn't any contact number on their GOMO site therefore I decided to contact Singtel, only to be told by the staff that the robo chat was the only way for me to contact someone. After many times of trying to search for an answer from the robo chat, I was finally directed to a customer service personnel. It wasn't clear that I had to search multiple times, and only be directed if I couldn't have my queries cleared, which actually resulted in me wasting so much time trying to contact someone."
Level 2. Rookie,Updated on 10 Mar 2020,Purchased,"[Customer Service] [Ease of porting] Literally got scammed by Gomo since they refused to redeliver or refund my SIM card when I missed the first delivery; they should consider clarifying that one delivery attempt is all you'll get. They basically made me pay $20 for a failed delivery attempt, and claimed I took too long to reschedule (too long defined as 9 working days) after misdirecting me to SingPost on my first attempt with customer support. Went through customer support 6 times (yes, that's 6 times I interacted with their infamous chatbot too) and each ended with either misdirection or eventual rejection by supervisors for redelivery or refund request, even when the customer support representatives proposed said resolutions.  So in the end, I have a $20 deficit with no Gomo plan that I paid for; simply appalling that an established business (in this case Singtel) can receive payment without delivering stated service. Claims of best network are pointless when your users can't even have a decent port in or customer support experience. "
Level 2. Rookie,Updated on 08 Mar 2020,Purchased,"I applied for the Sim only mobile plan. I paid the $20, and waited for notifications on collection but didn’t receive anything, no SIM card, no email, no SMS. 2 months later, I asked from the customer service, they said I can’t get the refund because apparently, it’s according to their policy that they don’t give refund if SIM card is lost, damaged, expired or terminated. They did asked me to call SingPost regarding the delivery but it was my fault that I didn’t because I forgot. But I didn’t receive any email/sms regarding the delivery. How is it fair? How do I know that the SIM card was even being sent out? I just feel that gomo could had take more responsi"
Level 2. Rookie,Updated on 18 Feb 2020,Purchased,"[Customer Service] Your customer service Karen made me talk to her for 1 hour and 30 mins with no resolution whilst taking her own sweet time and afterwards, left me a message asking me to rate her with a service level of ""Another time"". Which basically equates to asking me to skip the feedback session. Excellent customer service."
Level 3. Wonderkid,Updated on 18 Feb 2020,Purchased,Customer Service is absolutely absymal. They give you all sorts of reasons even though you want something simple like a billing problem to be solved.
Level 2. Rookie,Updated on 18 Feb 2020,Purchased,200 sms is not 200 outgoing sms but they simply stop the service to ask you to add more. And the customer didn’t even bother when i told them that it was only the 10th day it can’t be so many sms sent as i only sms my daughter to check her whereabouts.
Level 2. Rookie,Updated on 10 Feb 2020,Purchased,"Horrendous customer service.  Firstly, i had to change over ownership of the number from my parents to myself. I purchased the GOMO plan, before proceeding down to my service provider to transfer ownership. I had to pay $20+ for the transfer of ownership but that's alright. After that, i was informed that i had to commit to a minimum 1 month SIM only plan. My GOMO sim was scheduled to be collected in 2 days. I don't understand their rationale as I informed them early 2 days prior to my collection date. Assuming that collection can be done as soon as next day, obviously they haven't started with the application/port over yet. Such a shame that the company is covetous over that $20 and gave up on the possibility of a long-term customer. Extremely disappointed with the service that I got and would seek another provider instead."
Level 3. Wonderkid,Updated on 04 Feb 2020,Purchased,"[Customer Service] Mainly digital. Any questions will start off being answered by robo chat on the mobile app. My question wasn't the usual FAQs, so within a few filters the robo chat eventually got directed to a real customer service person over chat. My issue was solved. "
Level 2. Rookie,Updated on 30 Jan 2020,Purchased,paid a few dollars for better service. cheap if there are no hassles
Level 2. Rookie,Posted on 18 Dec 2019,Purchased,"[Customer Service] Lousy!!! ONLY channel to get support is web robot which switch to web human agent on difficult question, long waiting time to get answer as the web human agent chat to get answer from another channel."
