,post_title,post_username,post,reply to
1201,"SAF IPPT, IPT & RT Questions...",Hogward,"I would like to ask that if i have finish my RT, do i still need to finish my IPT?",NIL
1202,"SAF IPPT, IPT & RT Questions...",Calander,No. Your PTI should had briefed u during RT-IPPT.,"Hogward wrote: I would like to ask that if i have finish my RT, do i still need to finish my IPT?"
1203,"SAF IPPT, IPT & RT Questions...",Calander,"Guardroom only verifies that you are the person who had registered for IPT, RT or IPPT. They do not in-pro that is why. As long your name is in the list, you may enter. Or you have a better idea on how they should verify NSmen for entry?",radiancez567 wrote: What is the use of having the IC check when going into the camp if they don't even scan our IC?  They also did not have a pen to tick off those that have arrived on the paper.
1204,"SAF IPPT, IPT & RT Questions...",radiancez567,"Calander wrote: Guardroom only verifies that you are the person who had registered for IPT, RT or IPPT. They do not in-pro that is why. As long your name is in the list, you may enter. Or you have a better idea on how they should verify NSmen for entry? Ya talking about the guardroom matching the IC against the paper. 1. Process often not computerised, hence no record who they let into the camp 2. Did not use a pen to tick away those whom they allowed into the camp, often resulting in more time to search for our names on paper. Hence, on record there's only in-pro timing. From security point of view, there should be record on entry into the camp.",matey1982 wrote: what toking u ah dont understand u u refering to at guardhouse?  u try gatecrashing with others' ID good day good luck and good health  tot tt time there was the news of the person kena caught for cheating at ippt by using other pple's IC to clock attendance to take and pass the test?
1205,"SAF IPPT, IPT & RT Questions...",reddevil0728,Suggest you feedback to mindef directly,"radiancez567 wrote: Ya talking about the guardroom matching the IC against the paper.  1. Process often not computerised, hence no record who they let into the camp  2. Did not use a pen to tick away those whom they allowed into the camp, often resulting in more time to search for our names on paper.  Hence, on record there's only in-pro timing. From security point of view, there should be record on entry into the camp."
1206,"SAF IPPT, IPT & RT Questions...",Calander,"""record on entry into the camp"".. they can always counter-check with FCC in-pro counters. if in the event such NSmen cleared guardroom but failed to register at FCC, means that NSman could have went to other areas which are not authorised. In such situation, any personnel on-site has the authority to ask for camp pass and should it fail, the on-site personnel can report for security action. for your point 2, it does not matter as the names are arranged in alphabetical order. so with or without ticking-off does not matter... but brings more hassle than it require.","radiancez567 wrote: Ya talking about the guardroom matching the IC against the paper.  1. Process often not computerised, hence no record who they let into the camp  2. Did not use a pen to tick away those whom they allowed into the camp, often resulting in more time to search for our names on paper.  Hence, on record there's only in-pro timing. From security point of view, there should be record on entry into the camp."
1207,"SAF IPPT, IPT & RT Questions...",Disaresta,"Khatib FCC confirmed resuming IPPT on 23rd, running is done at carpark area instead of the track",NIL
1208,"SAF IPPT, IPT & RT Questions...",SuperSprint,"Trying to boook ippt, my current windows is RT. Thursday Maju fcc 1800 is ippt ? When I book never show ippt. Only show RT.  so report at fcc tell them I coming for ippt 1800 slot? Correct.",NIL
1209,"SAF IPPT, IPT & RT Questions...",chehjin,you mean ur 8th session? tell them RT-ippt.,"SuperSprint wrote: Trying to boook ippt, my current windows is RT. Thursday Maju fcc 1800 is ippt ? When I book never show ippt. Only show RT.  so report at fcc tell them I coming for ippt 1800 slot? Correct."
1210,"SAF IPPT, IPT & RT Questions...",Songbird,"Hi guys, i will be facing an upcoming IPPT default charge. Many times already. Lost count. My last year somehow i managed to act pity and kenna charge $200 only. My question is, 1) will they send u to DB before they charge u the maximum? ($500) 2) What can i do now to on my part to help myself? I do have some medical problem, see doctor get letter ? OR must see a specialist? 3)is there ANYONE or someone here who knows someone who actually went DB for IPPT defaulting ?  My hope is that since my last fine was only 200, MAYBE they will still give me 1 more chance or something..coz i think by right DB should be the last resort, after they have done everything they can to you but you still dont want go ippt THEN they will throw you inside right ?  lastly i advise all those who are suffering from IPPT laziness to get just get it done..once a month RT also can... now really regret liao..",NIL
1211,"SAF IPPT, IPT & RT Questions...",flowerpalms,no need to think about anything now. you just prepare to clean ur butt and go in and squat!,"Songbird wrote: Hi guys, i will be facing an upcoming IPPT default charge. Many times already. Lost count. My last year somehow i managed to act pity and kenna charge $200 only. My question is, 1) will they send u to DB before they charge u the maximum? ($500) 2) What can i do now to on my part to help myself? I do have some medical problem, see doctor get letter ? OR must see a specialist? 3)is there ANYONE or someone here who knows someone who actually went DB for IPPT defaulting ?  My hope is that since my last fine was only 200, MAYBE they will still give me 1 more chance or something..coz i think by right DB should be the last resort, after they have done everything they can to you but you still dont want go ippt THEN they will throw you inside right ?  lastly i advise all those who are suffering from IPPT laziness to get just get it done..once a month RT also can... now really regret liao.."
1212,"SAF IPPT, IPT & RT Questions...",plsaskme,Can dropout halfway for 2.4? Is it still counted as attempted?,NIL
1213,"SAF IPPT, IPT & RT Questions...",numbers,"if drop out half way, no count, attendance no count also.  If really cannot liao, just walk, at least clock the attendance. Walk like senior citizen speed also can.",plsaskme wrote: Can dropout halfway for 2.4? Is it still counted as attempted?
1214,"SAF IPPT, IPT & RT Questions...",Calander,"either u complete 2.4 regardless pass or fail, or the instructors call u to fall-out.",plsaskme wrote: Can dropout halfway for 2.4? Is it still counted as attempted?
1215,"SAF IPPT, IPT & RT Questions...",plsaskme,"Thanks for the reply from both seniors. Just to clarify, as long as I complete 10 IPT sessions means I've fulfilled my current ippt requirement for this window right?",NIL
1216,"SAF IPPT, IPT & RT Questions...",Calander,correct.. regardless pass or fail the IPT-IPPT.. just clock attendance will do.,"plsaskme wrote: Thanks for the reply from both seniors. Just to clarify, as long as I complete 10 IPT sessions means I've fulfilled my current ippt requirement for this window right?"
1217,"SAF IPPT, IPT & RT Questions...",LEUMAS,anyone unable to log in to ns portal??  Sent from Samsung SM-G955F using GAGT,NIL
1218,"SAF IPPT, IPT & RT Questions...",avi6274,Me too! Sometimes I can't log-in and when I do I can't access the RT/IPPT page... Changing browsers and clearing cache does not work. On tuesday it still worked on the mobile site at least but now even that is not working. FML...,LEUMAS wrote: anyone unable to log in to ns portal??  Sent from Samsung SM-G955F using GAGT
1219,"SAF IPPT, IPT & RT Questions...",LEUMAS,Same... Zzzz. I successfully log in but the page still shows the log in button without my name. Can't access anything and the online live chat staff doesn't seem to know anything. Zzz Sent from Samsung SM-G955F using GAGT,avi6274 wrote: Me too! Sometimes I can't log-in and when I do I can't access the RT/IPPT page...  Changing browsers and clearing cache does not work. On tuesday it still worked on the mobile site at least but now even that is not working. FML...
1220,"SAF IPPT, IPT & RT Questions...",triface,"Hi all, first IPPT coming up soon after ORD.  Are all the FCCs using machine counting for pushups and situps? Always did at NSTI or SPS Camp in Bedok and they were all manual counting. Got a feeling my results will be cui now that it's machine",NIL
1221,"SAF IPPT, IPT & RT Questions...",forefore,"So i failed to complete my RT for my current window due to poor planning and heavy school work.  This is my first time, what should i be expecting? And when will the letter come that tells me to report to cmpb?",NIL
1222,"SAF IPPT, IPT & RT Questions...",EmPtYsOuLz,Nvm answered my own qns  Sent from OnePlus ONEPLUS A3003 using GAGT,NIL
1223,"SAF IPPT, IPT & RT Questions...",Rated R Edge,Yes you can.,plsaskme wrote: Can dropout halfway for 2.4? Is it still counted as attempted?
1224,"SAF IPPT, IPT & RT Questions...",flowerpalms,"you should receive the letter b4 ur next window starts. once you receive it, wear smart 4 and report to cmpb to see the charging officer. explain whatever you want then pay a fine and on the spot book ur RT dates for the year. then you can go. RT is brutal, we all know. maybe you want to consider IPT? if not try to train up as much as possible and take the ippt and pass it at least. i am an nsmen and i have done 8 icts so far. yet i can do between pass and pass with incentive.","forefore wrote: So i failed to complete my RT for my current window due to poor planning and heavy school work.  This is my first time, what should i be expecting? And when will the letter come that tells me to report to cmpb?"
